server_template_crc	cell_index	px	py	pz	qw	qx	qy	qz	scripts	objvars
object/tangible/furniture/modern/table_modern_style_01.iff	9	-33.7115	1.63974	65.2412	1	0	0	0		buildoutObjectId|0|0|$|
object/tangible/furniture/modern/table_modern_style_01.iff	9	-38.6059	1.63942	62.6668	1	0	0	0		buildoutObjectId|0|0|$|
object/tangible/furniture/modern/table_modern_style_01.iff	9	-27.8976	1.63942	49.8531	1	0	0	0		buildoutObjectId|0|0|$|
object/tangible/furniture/modern/table_modern_style_01.iff	9	-27.4278	1.63942	64.4098	-0.37092	0	0.928665	0		buildoutObjectId|0|0|$|
object/tangible/furniture/modern/chair_modern_style_01.iff	9	-26.9434	1.68083	65.1909	-0.276356	0	0.961055	0		buildoutObjectId|0|0|occupied.limit|0|1|$|
object/tangible/furniture/modern/chair_modern_style_01.iff	9	-28.4446	1.68083	64.1509	0.782143	0	0.623099	0		buildoutObjectId|0|0|occupied.limit|0|1|$|
object/tangible/furniture/modern/chair_modern_style_01.iff	9	-27.138	1.68083	63.3227	0.993656	0	-0.112459	0		buildoutObjectId|0|0|occupied.limit|0|1|$|
object/tangible/furniture/modern/chair_modern_style_01.iff	9	-28.1988	1.68083	65.328	0.112462	0	0.993656	0		buildoutObjectId|0|0|occupied.limit|0|1|$|
object/tangible/furniture/modern/chair_modern_style_01.iff	9	-26.1738	1.68083	64.2103	-0.623099	0	0.782143	0		buildoutObjectId|0|0|occupied.limit|0|1|$|
object/tangible/furniture/modern/rug_rect_sml_s01.iff	9	-27.3874	1.63942	64.4793	0.486517	0	0.873671	0		buildoutObjectId|0|0|$|
object/tangible/furniture/modern/table_modern_style_01.iff	9	-31.632	1.63942	50.481	0	0	1	0		buildoutObjectId|0|0|$|
object/tangible/furniture/modern/chair_modern_style_01.iff	9	-32.2365	1.68084	51.1812	0.380188	0	0.924909	0		buildoutObjectId|0|0|occupied.limit|0|1|$|
object/tangible/furniture/modern/chair_modern_style_01.iff	9	-31.5671	1.68084	49.482	0.999996	0	0.002699	0		buildoutObjectId|0|0|occupied.limit|0|1|$|
object/tangible/furniture/modern/chair_modern_style_01.iff	9	-30.4621	1.68084	50.5645	0.709015	0	-0.705193	0		buildoutObjectId|0|0|occupied.limit|0|1|$|
object/tangible/furniture/modern/chair_modern_style_01.iff	9	-32.6569	1.68084	49.9908	0.705203	0	0.709006	0		buildoutObjectId|0|0|occupied.limit|0|1|$|
object/tangible/furniture/modern/chair_modern_style_01.iff	9	-31.1057	1.68084	51.7061	-0.002699	0	0.999996	0		buildoutObjectId|0|0|occupied.limit|0|1|$|
object/tangible/furniture/modern/rug_rect_sml_s01.iff	9	-31.6452	1.63942	50.5865	0.92388	0	0.382683	0		buildoutObjectId|0|0|$|
object/tangible/furniture/modern/rug_rect_sml_s01.iff	9	-24.0357	1.63942	53.4374	-0.0626573	0	0.998035	0		buildoutObjectId|0|0|$|
object/tangible/furniture/modern/table_modern_style_01.iff	9	-28.237	1.63942	54.6287	0.92388	0	0.382683	0		buildoutObjectId|0|0|$|
object/tangible/furniture/modern/chair_modern_style_01.iff	9	-28.3049	1.68084	53.7065	0.999996	0	0.00269926	0		buildoutObjectId|0|0|occupied.limit|0|1|$|
object/tangible/furniture/modern/chair_modern_style_01.iff	9	-27.5764	1.68084	55.3818	-0.385176	0	0.922843	0		buildoutObjectId|0|0|occupied.limit|0|1|$|
object/tangible/furniture/modern/chair_modern_style_01.iff	9	-29.1237	1.68084	55.3973	0.380186	0	0.92491	0		buildoutObjectId|0|0|occupied.limit|0|1|$|
object/tangible/furniture/modern/chair_modern_style_01.iff	9	-27.1657	1.68084	54.2513	0.924905	0	-0.380199	0		buildoutObjectId|0|0|occupied.limit|0|1|$|
object/tangible/furniture/modern/chair_modern_style_01.iff	9	-29.4758	1.68084	54.1351	0.922844	0	0.385175	0		buildoutObjectId|0|0|occupied.limit|0|1|$|
object/tangible/furniture/modern/rug_rect_sml_s01.iff	9	-28.3021	1.63942	54.5458	-0.707107	0	0.707107	0		buildoutObjectId|0|0|$|
object/tangible/furniture/modern/table_modern_style_01.iff	9	-24.1108	1.63942	53.5126	0.946042	0	-0.324043	0		buildoutObjectId|0|0|$|
object/tangible/furniture/modern/chair_modern_style_01.iff	9	-23.6018	1.68084	54.5283	-0.442231	0	0.896901	0		buildoutObjectId|0|0|occupied.limit|0|1|$|
object/tangible/furniture/modern/chair_modern_style_01.iff	9	-24.9839	1.68084	52.7294	0.896894	0	0.442245	0		buildoutObjectId|0|0|occupied.limit|0|1|$|
object/tangible/furniture/modern/chair_modern_style_01.iff	9	-24.7747	1.68084	54.262	0.321488	0	0.946913	0		buildoutObjectId|0|0|occupied.limit|0|1|$|
object/tangible/furniture/modern/chair_modern_style_01.iff	9	-23.7755	1.68084	52.2221	0.946913	0	-0.321489	0		buildoutObjectId|0|0|occupied.limit|0|1|$|
object/tangible/furniture/modern/chair_modern_style_01.iff	9	-23.204	1.68084	53.3301	0.751805	0	-0.659386	0		buildoutObjectId|0|0|occupied.limit|0|1|$|
object/cell/cell.iff	10	0	0	0	1	0	0	0		buildoutObjectId|0|0|$|
object/cell/cell.iff	11	0	0	0	1	0	0	0		buildoutObjectId|0|0|$|
object/cell/cell.iff	12	0	0	0	1	0	0	0		buildoutObjectId|0|0|$|
object/tangible/furniture/terminal/terminal_bank_floor_on_01.iff	12	-59.2891	2.63942	37.6914	0.92388	0	0.382683	0		buildoutObjectId|0|0|$|
object/tangible/furniture/lifeday/lifeday_mini_tree.iff	12	-59.1512	6.62461	37.696	1	0	0	0		buildoutObjectId|0|0|$|
object/tangible/furniture/imperial/data_terminal_s1.iff	12	-47.9289	2.63942	25.617	0.922997	0	0.384808	0		buildoutObjectId|0|0|$|
object/tangible/furniture/imperial/data_terminal_s1.iff	12	-48.8603	2.63942	26.5438	0.922997	0	0.384808	0		buildoutObjectId|0|0|$|
object/cell/cell.iff	13	0	0	0	1	0	0	0		buildoutObjectId|0|0|$|
object/cell/cell.iff	14	0	0	0	1	0	0	0		buildoutObjectId|0|0|$|
object/cell/cell.iff	15	0	0	0	1	0	0	0		buildoutObjectId|0|0|$|
object/cell/cell.iff	16	0	0	0	1	0	0	0		buildoutObjectId|0|0|$|
object/building/taanab/star_destroyer.iff	0	7748.48	1637.46	7902.84	1	0	0	0		buildoutObjectId|0|0|portalProperty.crc|0|-1433146206|salon|0|1|$|
object/cell/cell.iff	1	0	0	0	1	0	0	0		buildoutObjectId|0|0|$|
object/cell/cell.iff	2	0	0	0	1	0	0	0		buildoutObjectId|0|0|$|
object/cell/cell.iff	3	0	0	0	1	0	0	0		buildoutObjectId|0|0|$|
object/cell/cell.iff	4	0	0	0	1	0	0	0		buildoutObjectId|0|0|$|
object/cell/cell.iff	5	0	0	0	1	0	0	0		buildoutObjectId|0|0|$|
object/cell/cell.iff	6	0	0	0	1	0	0	0		buildoutObjectId|0|0|$|
object/cell/cell.iff	7	0	0	0	1	0	0	0		buildoutObjectId|0|0|$|
object/cell/cell.iff	8	0	0	0	1	0	0	0		buildoutObjectId|0|0|$|
object/cell/cell.iff	9	0	0	0	1	0	0	0		buildoutObjectId|0|0|$|
object/cell/cell.iff	10	0	0	0	1	0	0	0		buildoutObjectId|0|0|$|
object/cell/cell.iff	11	0	0	0	1	0	0	0		buildoutObjectId|0|0|$|
object/cell/cell.iff	12	0	0	0	1	0	0	0		buildoutObjectId|0|0|$|
object/cell/cell.iff	13	0	0	0	1	0	0	0		buildoutObjectId|0|0|$|
object/cell/cell.iff	14	0	0	0	1	0	0	0		buildoutObjectId|0|0|$|
object/cell/cell.iff	15	0	0	0	1	0	0	0		buildoutObjectId|0|0|$|
object/cell/cell.iff	16	0	0	0	1	0	0	0		buildoutObjectId|0|0|$|
object/cell/cell.iff	17	0	0	0	1	0	0	0		buildoutObjectId|0|0|$|
object/cell/cell.iff	18	0	0	0	1	0	0	0		buildoutObjectId|0|0|$|
object/cell/cell.iff	19	0	0	0	1	0	0	0		buildoutObjectId|0|0|$|
object/cell/cell.iff	20	0	0	0	1	0	0	0		buildoutObjectId|0|0|$|
object/cell/cell.iff	21	0	0	0	1	0	0	0		buildoutObjectId|0|0|$|
object/cell/cell.iff	22	0	0	0	1	0	0	0		buildoutObjectId|0|0|$|
object/cell/cell.iff	23	0	0	0	1	0	0	0		buildoutObjectId|0|0|$|
object/cell/cell.iff	24	0	0	0	1	0	0	0		buildoutObjectId|0|0|$|
object/cell/cell.iff	25	0	0	0	1	0	0	0		buildoutObjectId|0|0|$|
object/cell/cell.iff	26	0	0	0	1	0	0	0		buildoutObjectId|0|0|$|
object/cell/cell.iff	27	0	0	0	1	0	0	0		buildoutObjectId|0|0|$|
object/cell/cell.iff	28	0	0	0	1	0	0	0		buildoutObjectId|0|0|$|
object/cell/cell.iff	29	0	0	0	1	0	0	0		buildoutObjectId|0|0|$|
object/cell/cell.iff	30	0	0	0	1	0	0	0		buildoutObjectId|0|0|$|
object/cell/cell.iff	31	0	0	0	1	0	0	0		buildoutObjectId|0|0|$|
object/cell/cell.iff	32	0	0	0	1	0	0	0		buildoutObjectId|0|0|$|
object/cell/cell.iff	33	0	0	0	1	0	0	0		buildoutObjectId|0|0|$|
object/tangible/door/echo_tower_door.iff	33	-11.0224	175.168	-33.1752	0.707124	0	-0.707089	0	theme_park.stp.door_corvette	buildoutObjectId|0|0|$|
object/cell/cell.iff	34	0	0	0	1	0	0	0		buildoutObjectId|0|0|$|
object/cell/cell.iff	35	0	0	0	1	0	0	0		buildoutObjectId|0|0|$|
object/cell/cell.iff	36	0	0	0	1	0	0	0		buildoutObjectId|0|0|$|
object/tangible/door/echo_base_door_hangar.iff	36	28	172.085	70	0.707124	0	0	0.707089		buildoutObjectId|0|0|$|
object/tangible/door/echo_base_door_hangar.iff	36	-28	172.085	70	0.707124	0	0	-0.707089		buildoutObjectId|0|0|$|
object/tangible/door/echo_base_door_hangar.iff	36	0.353583	166.154	70.085	1	0	0	0		buildoutObjectId|0|0|$|
object/tangible/door/echo_base_door_hangar.iff	36	-1.78687	194.491	70.1267	0	0	0	1		buildoutObjectId|0|0|$|
object/cell/cell.iff	37	0	0	0	1	0	0	0		buildoutObjectId|0|0|$|
object/cell/cell.iff	38	0	0	0	1	0	0	0		buildoutObjectId|0|0|$|
object/cell/cell.iff	39	0	0	0	1	0	0	0		buildoutObjectId|0|0|$|
object/tangible/terminal/terminal_elevator_up.iff	39	49.0017	173.835	205.575	-0.707107	0	0.707107	0	systems.elevator.elevator_up	buildoutObjectId|0|0|$|
object/tangible/terminal/terminal_elevator_down.iff	39	48.9955	192.335	205.595	-0.707107	0	0.707107	0	systems.elevator.elevator_down	buildoutObjectId|0|0|$|
object/cell/cell.iff	40	0	0	0	1	0	0	0		buildoutObjectId|0|0|$|
object/tangible/terminal/terminal_elevator_down_post_noscript.iff	40	14.2609	170.585	351.76	0	0	1	0	systems.elevator.elevator_down	buildoutObjectId|0|0|$|
object/tangible/terminal/terminal_elevator_up_post_noscript.iff	40	14.2486	140.585	351.769	0	0	1	0	systems.elevator.elevator_up	buildoutObjectId|0|0|$|
object/cell/cell.iff	41	0	0	0	1	0	0	0		buildoutObjectId|0|0|$|
object/cell/cell.iff	42	0	0	0	1	0	0	0		buildoutObjectId|0|0|$|
object/cell/cell.iff	43	0	0	0	1	0	0	0		buildoutObjectId|0|0|$|
object/cell/cell.iff	44	0	0	0	1	0	0	0		buildoutObjectId|0|0|$|
object/cell/cell.iff	45	0	0	0	1	0	0	0		buildoutObjectId|0|0|$|
object/cell/cell.iff	46	0	0	0	1	0	0	0		buildoutObjectId|0|0|$|
object/cell/cell.iff	47	0	0	0	1	0	0	0		buildoutObjectId|0|0|$|
object/cell/cell.iff	48	0	0	0	1	0	0	0		buildoutObjectId|0|0|$|
object/tangible/terminal/terminal_elevator_up.iff	48	20.0023	170.585	430.576	0	0	1	0	systems.elevator.elevator_up	buildoutObjectId|0|0|$|
object/tangible/terminal/terminal_elevator_down.iff	48	20.0065	453.359	430.601	0	0	1	0	systems.elevator.elevator_down	buildoutObjectId|0|0|$|
object/cell/cell.iff	49	0	0	0	1	0	0	0		buildoutObjectId|0|0|$|
object/cell/cell.iff	50	0	0	0	1	0	0	0		buildoutObjectId|0|0|$|
object/cell/cell.iff	51	0	0	0	1	0	0	0		buildoutObjectId|0|0|$|
object/cell/cell.iff	52	0	0	0	1	0	0	0		buildoutObjectId|0|0|$|
object/cell/cell.iff	53	0	0	0	1	0	0	0		buildoutObjectId|0|0|$|
object/cell/cell.iff	54	0	0	0	1	0	0	0		buildoutObjectId|0|0|$|
object/cell/cell.iff	55	0	0	0	1	0	0	0		buildoutObjectId|0|0|$|
object/tangible/terminal/terminal_elevator_down.iff	55	21.4552	453.609	341.852	-0.707106	0	0.707107	0	systems.elevator.elevator_down	buildoutObjectId|0|0|$|
object/tangible/terminal/terminal_elevator_up.iff	55	21.447	448.609	341.931	-0.707107	0	0.707107	0	systems.elevator.elevator_up	buildoutObjectId|0|0|$|
object/cell/cell.iff	56	0	0	0	1	0	0	0		buildoutObjectId|0|0|$|
object/tangible/terminal/terminal_elevator_down.iff	56	-21.184	453.655	344.151	0.211099	0	0.977465	0	systems.elevator.elevator_down	buildoutObjectId|0|0|$|
object/tangible/terminal/terminal_elevator_up.iff	56	-21.1567	448.609	344.175	0.240323	0	0.970693	0	systems.elevator.elevator_up	buildoutObjectId|0|0|$|
object/cell/cell.iff	57	0	0	0	1	0	0	0		buildoutObjectId|0|0|$|
object/cell/cell.iff	58	0	0	0	1	0	0	0		buildoutObjectId|0|0|$|
object/building/player/city/diner_no_planet_restriction.iff	0	2533.42	121.906	12691.3	0.707108	0	0.707106	0	systems.crafting.crafting_structure	buildoutObjectId|0|0|portalProperty.crc|0|1393938513|structure.capacity_override|0|150|tcg.static_item_deed|4|item_tcg_loot_reward_series2_diner|$|
object/cell/cell.iff	1	0	0	0	1	0	0	0	systems.crafting.station_cell	buildoutObjectId|0|0|$|
object/building/player/player_merchant_tent_style_02.iff	0	2388	32.2681	1834	0.92388	0	-0.382683	0		buildoutObjectId|0|0|force_public|0|1|portalProperty.crc|0|-1028664474|$|
object/cell/cell.iff	1	0	0	0	1	0	0	0		buildoutObjectId|0|0|$|
object/building/player/player_merchant_tent_style_02.iff	0	2378	32.2681	1832	1	0	0	0		buildoutObjectId|0|0|force_public|0|1|portalProperty.crc|0|-1028664474|$|
object/cell/cell.iff	1	0	0	0	1	0	0	0		buildoutObjectId|0|0|$|
object/building/player/player_merchant_tent_style_02.iff	0	2368	32.2622	1834	0.923879	0	0.382684	0		buildoutObjectId|0|0|force_public|0|1|portalProperty.crc|0|-1028664474|$|
object/cell/cell.iff	1	0	0	0	1	0	0	0		buildoutObjectId|0|0|$|
object/static/structure/tatooine/wall_pristine_tatooine_tall_style_01.iff	0	1510	5	1480	0	0	1	0		buildoutObjectId|0|0|$|
object/static/structure/tatooine/wall_pristine_tatooine_tall_style_01.iff	0	1510	5	1464	0	0	1	0		buildoutObjectId|0|0|$|
object/static/structure/tatooine/wall_pristine_tatooine_tall_style_01.iff	0	1542	5	1480	1	0	0	0		buildoutObjectId|0|0|$|
object/static/structure/tatooine/wall_pristine_tatooine_tall_style_01.iff	0	1542	5	1464	1	0	0	0		buildoutObjectId|0|0|$|
object/static/vehicle/kash_rodian_shuttle.iff	0	2561	120	12665	0.120503	0	0.992713	0		buildoutObjectId|0|0|$|
object/static/structure/corellia/corl_imprv_bridge_sm_s01.iff	0	2568.37	120.13	12710.7	0.834981	0	0.550279	0		buildoutObjectId|0|0|$|
object/static/structure/corellia/corl_imprv_bridge_sm_s01.iff	0	2583.97	120.13	12717.4	-0.550279	0	0.83498	0		buildoutObjectId|0|0|$|
object/static/structure/corellia/corl_imprv_bridge_sm_s01.iff	0	2599.56	120.13	12724.1	-0.550279	0	0.83498	0		buildoutObjectId|0|0|$|
object/static/structure/corellia/corl_imprv_bridge_insert_s01.iff	0	2576.17	120.13	12714.1	-0.550279	0	0.83498	0		buildoutObjectId|0|0|$|
object/static/structure/corellia/corl_imprv_bridge_insert_s01.iff	0	2591.76	120.13	12720.7	-0.550279	0	0.83498	0		buildoutObjectId|0|0|$|
object/static/structure/general/transport_debris_01.iff	0	2565.03	100.483	12754.5	0.906299	0.261014	0.277901	-0.182389		buildoutObjectId|0|0|$|
object/static/structure/general/streetlamp_small_style_02.iff	0	2559.3	120	12710.3	1	0	0	0		buildoutObjectId|0|0|$|
object/static/structure/general/streetlamp_small_style_02.iff	0	2561.93	120	12704.2	1	0	0	0		buildoutObjectId|0|0|$|
object/static/structure/general/streetlamp_small_style_02.iff	0	2606.19	120	12730.4	1	0	0	0		buildoutObjectId|0|0|$|
object/static/structure/general/streetlamp_small_style_02.iff	0	2608.79	120	12724.4	1	0	0	0		buildoutObjectId|0|0|$|
object/static/structure/general/streetlamp_small_style_01_on.iff	0	2630	119.507	12776	1	0	0	0		buildoutObjectId|0|0|$|
object/static/structure/general/streetlamp_small_style_01_on.iff	0	2630.15	118.284	12778.2	1	0	0	0		buildoutObjectId|0|0|$|
object/static/structure/general/streetlamp_small_style_01_on.iff	0	2630	116.406	12780	1	0	0	0		buildoutObjectId|0|0|$|
object/static/structure/general/streetlamp_small_style_01_on.iff	0	2630.03	116.544	12781.4	1	0	0	0		buildoutObjectId|0|0|$|
object/static/structure/general/streetlamp_small_style_01_on.iff	0	2630	114.486	12786	1	0	0	0		buildoutObjectId|0|0|$|
object/static/structure/general/streetlamp_small_style_01_on.iff	0	2630	112.598	12792	1	0	0	0		buildoutObjectId|0|0|$|
object/static/worldbuilding/furniture/cantina_table_1.iff	0	2591.79	120	12732.5	1	0	0	0		buildoutObjectId|0|0|$|
object/static/worldbuilding/furniture/cantina_table_1.iff	0	2585.9	120	12736.6	1	0	0	0		buildoutObjectId|0|0|$|
object/static/worldbuilding/furniture/cantina_table_1.iff	0	2590.61	120	12736.5	1	0	0	0		buildoutObjectId|0|0|$|
object/tangible/furniture/jedi/frn_all_light_chair_s01_hue.iff	0	2586.02	120	12735.3	1	0	0	0		buildoutObjectId|0|0|occupied.limit|0|1|$|
object/tangible/furniture/jedi/frn_all_light_chair_s01_hue.iff	0	2587.45	120	12736.8	-0.644827	0	0.764329	0		buildoutObjectId|0|0|occupied.limit|0|1|$|
object/tangible/furniture/jedi/frn_all_light_chair_s01_hue.iff	0	2584.51	120	12737.3	0.506221	0	0.862404	0		buildoutObjectId|0|0|occupied.limit|0|1|$|
object/tangible/furniture/jedi/frn_all_light_chair_s01_hue.iff	0	2589.61	120	12735.6	0.902611	0	0.430458	0		buildoutObjectId|0|0|occupied.limit|0|1|$|
object/tangible/furniture/jedi/frn_all_light_chair_s01_hue.iff	0	2591.72	120	12736.2	0.758363	0	-0.651833	0		buildoutObjectId|0|0|occupied.limit|0|1|$|
object/tangible/furniture/jedi/frn_all_light_chair_s01_hue.iff	0	2590.63	120	12737.7	-0.0507746	0	0.99871	0		buildoutObjectId|0|0|occupied.limit|0|1|$|
object/tangible/furniture/jedi/frn_all_light_chair_s01_hue.iff	0	2590.5	120	12732.4	0.728272	0	0.685288	0		buildoutObjectId|0|0|occupied.limit|0|1|$|
object/tangible/furniture/jedi/frn_all_light_chair_s01_hue.iff	0	2592.58	120	12733.6	-0.380925	0	0.924606	0		buildoutObjectId|0|0|occupied.limit|0|1|$|
object/tangible/furniture/jedi/frn_all_light_chair_s01_hue.iff	0	2592.35	120	12731.4	0.953847	0	-0.300293	0		buildoutObjectId|0|0|occupied.limit|0|1|$|
object/static/item/item_music_microphone_s1.iff	0	2585.98	120.051	12731.2	0.886995	0	0.461779	0		buildoutObjectId|0|0|$|
object/static/item/item_slave_brazier.iff	0	2586.54	120.051	12731	1	0	0	0		buildoutObjectId|0|0|$|
object/static/item/item_slave_brazier.iff	0	2585.96	120.051	12731.7	0.970137	0	0.242556	0		buildoutObjectId|0|0|$|
object/static/item/item_music_omni_box.iff	0	2584.74	120.051	12731.8	0.735087	0	0.677973	0		buildoutObjectId|0|0|$|
object/static/structure/general/poi_all_construction_stone_pile.iff	0	2566.38	109.306	12762	0.771246	0	-0.636537	0		buildoutObjectId|0|0|$|
object/static/structure/general/all_sign_shop_s03.iff	0	2592.92	120	12744.4	-0.693111	0	0.720831	0		buildoutObjectId|0|0|$|
object/static/structure/general/slab_concrete_imperial.iff	0	2588	112.051	12736	0.989506	0	-0.144492	0		buildoutObjectId|0|0|$|
object/static/structure/general/slab_concrete_imperial.iff	0	2588	104.093	12736	0.989506	0	-0.144492	0		buildoutObjectId|0|0|$|
object/building/endor/endr_lake_rail8m.iff	0	2582.1	120	12742.3	0.990216	0	-0.139543	0		buildoutObjectId|0|0|$|
object/building/endor/endr_lake_rail8m.iff	0	2589.5	120	12744.5	0.990216	0	-0.139543	0		buildoutObjectId|0|0|$|
object/building/endor/endr_lake_rail8m.iff	0	2586.34	120	12727.6	0.990216	0	-0.139543	0		buildoutObjectId|0|0|$|
object/building/endor/endr_lake_rail8m.iff	0	2593.72	120	12729.7	0.990216	0	-0.139543	0		buildoutObjectId|0|0|$|
object/building/endor/endr_lake_rail8m.iff	0	2581.59	120	12730.2	0.79886	0	0.601517	0		buildoutObjectId|0|0|$|
object/building/endor/endr_lake_rail8m.iff	0	2579.47	120	12737.6	0.79886	0	0.601517	0		buildoutObjectId|0|0|$|
object/static/worldbuilding/furniture/ui_faction_imperial_small.iff	0	2587.63	120.947	12736.5	1	0	0	0		buildoutObjectId|0|0|$|
object/static/creature/droids_r2_waiter.iff	0	2588.58	120	12739.3	0.194548	0	0.980893	0		buildoutObjectId|0|0|$|
object/static/structure/naboo/planter_naboo_theed_style_1.iff	0	2557.54	119.996	12712.6	1	0	0	0		buildoutObjectId|0|0|$|
object/static/structure/naboo/planter_naboo_theed_style_1.iff	0	2562.19	120.495	12701.5	0.9992	0	0.0399893	0		buildoutObjectId|0|0|$|
object/mobile/aurra_sing_static.iff	0	2601.76	120.037	12730.7	0.019038	0	0.999819	0	player.species_innate:npe.make_invulnerable:theme_park.stp.invuln	buildoutObjectId|0|0|invulnerable|4|1|stp.npc.name|4|Aurra|$|
object/mobile/azure_cabal_frosch_guard_m_02.iff	0	2602.25	120	12730	0.752061	0	-0.659094	0	systems.combat.credit_for_kills:theme_park.stp.shady	ai.defaultCalmBehavior|0|1|buildoutObjectId|0|0|$|
object/mobile/aqualish_s02_male.iff	0	2601.23	120	12730	0.956237	0	0.292592	0	systems.combat.credit_for_kills:npe.make_invulnerable:theme_park.stp.shady	ai.defaultCalmBehavior|0|1|buildoutObjectId|0|0|$|
object/tangible/terminal/terminal_character_builder.iff	0	13241	75	3681	0.707141	0	0.707072	0	terminal.terminal_character_builder	buildoutObjectId|0|0|$|
object/tangible/terminal/terminal_mission_scout.iff	0	13239	75	3651	1	0	0	0	systems.missions.base.mission_terminal:planet_map.map_loc:planet_map.map_loc_attach	buildoutObjectId|0|0|intScout|0|1|$|
object/tangible/terminal/terminal_mission.iff	0	13233	75	3651	1	0	0	0	systems.missions.base.mission_terminal:planet_map.map_loc:planet_map.map_loc_attach	buildoutObjectId|0|0|$|
object/tangible/terminal/terminal_mission_bounty.iff	0	13237	75	3651	1	0	0	0	systems.missions.base.mission_terminal:planet_map.map_loc:planet_map.map_loc_attach	buildoutObjectId|0|0|intBounty|0|1|$|
object/tangible/terminal/terminal_mission_rebel.iff	0	13235	75	3677	0	0	1	0	systems.missions.base.mission_terminal:planet_map.map_loc:planet_map.map_loc_attach	buildoutObjectId|0|0|faction|4|Rebel|$|
object/tangible/terminal/terminal_mission_imperial.iff	0	13259	75	3677	0	0	1	0	systems.missions.base.mission_terminal:planet_map.map_loc:planet_map.map_loc_attach	buildoutObjectId|0|0|faction|4|Imperial|$|
object/tangible/terminal/terminal_mission_entertainer.iff	0	13271	75	3674	0.707137	0	-0.707076	0	systems.missions.base.mission_terminal:planet_map.map_loc:planet_map.map_loc_attach	buildoutObjectId|0|0|intEntertainer|0|1|$|
object/tangible/terminal/terminal_mission_artisan.iff	0	13271	75	3676	0.707137	0	-0.707076	0	systems.missions.base.mission_terminal:planet_map.map_loc:planet_map.map_loc_attach	buildoutObjectId|0|0|intArtisan|0|1|$|
object/tangible/terminal/terminal_newsnet.iff	0	13271	75	3672	0.707137	0	-0.707076	0	systems.gcw.newsnet_terminal:systems.gcw.gcw_data_updater	Imperial.controlScore|0|50|Rebel.controlScore|0|50|buildoutObjectId|0|0|$|
object/mobile/dressed_corvette_neutral_yondalla.iff	0	13260	75	3659	0.928071	0	0.372402	0	systems.combat.credit_for_kills:npe.make_invulnerable:theme_park.stp.commoner	ai.defaultCalmBehavior|0|1|buildoutObjectId|0|0|$|
object/mobile/dressed_geonosian_commoner_01.iff	0	13261	75	3660	0.15642	0	0.987691	0	systems.combat.credit_for_kills:npe.make_invulnerable:theme_park.stp.commoner	ai.defaultCalmBehavior|0|1|buildoutObjectId|0|0|$|
object/static/structure/general/empty_pallet.iff	0	13223.5	74.7929	3694.34	-0.0341973	0	0.999415	0		buildoutObjectId|0|0|$|
object/static/structure/general/old_safe.iff	0	13222.8	74.7942	3695.12	0.977315	0	0.211791	0		buildoutObjectId|0|0|$|
object/static/item/item_container_armor.iff	0	13324	143	3680	1	0	0	0		buildoutObjectId|0|0|$|
object/static/item/item_container_energy_liquid.iff	0	13333.4	143	3679.4	1	0	0	0		buildoutObjectId|0|0|$|
object/static/item/item_container_energy_liquid.iff	0	13333.2	143	3679.11	1	0	0	0		buildoutObjectId|0|0|$|
object/static/item/item_container_energy_liquid.iff	0	13332.9	143	3679.39	1	0	0	0		buildoutObjectId|0|0|$|
object/static/item/item_container_energy_liquid.iff	0	13321.4	143	3668.94	0	0	1	0		buildoutObjectId|0|0|$|
object/static/item/item_container_energy_liquid.iff	0	13321.6	143	3668.66	0	0	1	0		buildoutObjectId|0|0|$|
object/static/item/item_container_energy_liquid.iff	0	13321.2	143	3668.65	0	0	1	0		buildoutObjectId|0|0|$|
object/static/item/item_container_organic_food.iff	0	13333.4	143	3679.94	-0.246632	0	0.969109	0		buildoutObjectId|0|0|$|
object/static/item/item_container_organic_hide.iff	0	13333.9	143	3679.71	1	0	0	0		buildoutObjectId|0|0|$|
object/static/item/item_items_container_lg.iff	0	13334.4	143	3671.41	0.967663	0	0.252245	0		buildoutObjectId|0|0|$|
object/static/item/item_items_container_lg.iff	0	13334.2	143	3670.39	0.967663	0	0.252245	0		buildoutObjectId|0|0|$|
object/static/item/item_items_container_lg.iff	0	13334.4	143	3670.91	0.9992	0	-0.0399899	0		buildoutObjectId|0|0|$|
object/static/item/item_krix_megaburn_core.iff	0	13322.8	143.527	3687.3	1	0	0	0		buildoutObjectId|0|0|$|
object/static/item/item_krix_megaburn_core.iff	0	13321.8	143.527	3687.05	1	0	0	0		buildoutObjectId|0|0|$|
object/static/worldbuilding/terminal/wall_data_terminal_04.iff	0	13319	143	3682	0.70714	0	-0.707073	0		buildoutObjectId|0|0|$|
object/tangible/terminal/terminal_character_builder.iff	0	13253	75	3681	0.707141	0	-0.707072	0	terminal.terminal_character_builder:player.player_money	buildoutObjectId|0|0|$|
object/mobile/azure_cabal_greel_smuggler_f_02.iff	0	13313	75	3717	-0.537676	0	0.843151	0	systems.combat.credit_for_kills:npe.make_invulnerable:theme_park.stp.commoner	ai.defaultCalmBehavior|0|1|buildoutObjectId|0|0|$|
object/mobile/azure_cabal_greel_smuggler_m_01.iff	0	13312	75	3717	0.534032	0	0.845464	0	systems.combat.credit_for_kills:npe.make_invulnerable:theme_park.stp.commoner	ai.defaultCalmBehavior|0|1|buildoutObjectId|0|0|$|
